URL_Length,Dots_Count,Suspicious_TLD,Hyphen_Count,Subdir_Count,Domain_Length,IP_Present,Double_Slash_Count,URL_Shortening_Service,Count_SubDomain (Domain_Tokens),Count_Queries,Count_At_Symbol,Presence of %20,digit/letter,special_characters
22.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
44.0,2.0,0.0,0.0,2.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
21.0,3.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.75,0.0
28.0,2.0,0.0,1.0,1.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
130.0,3.0,0.0,1.0,2.0,31.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5064935064935064,3.0
51.0,4.0,0.0,0.0,3.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
19.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
22.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46.0,1.0,0.0,0.0,4.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
28.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
41.0,5.0,0.0,0.0,3.0,17.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.2608695652173913,6.0
34.0,1.0,0.0,1.0,3.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
28.0,2.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
119.0,3.0,0.0,1.0,5.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.23809523809523808,7.0
32.0,3.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,2.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
39.0,1.0,0.0,2.0,1.0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0
21.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
210.0,4.0,0.0,12.0,3.0,34.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.3006993006993007,15.0
31.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28.0,3.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
79.0,1.0,0.0,1.0,5.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.44680851063829785,7.0
55.0,2.0,0.0,0.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
22.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,2.0,0.0,1.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,2.0,0.0,1.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
67.0,2.0,0.0,0.0,4.0,32.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0
79.0,2.0,0.0,0.0,4.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,4.0
20.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26.0,1.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,3.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
32.0,2.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
137.0,5.0,0.0,0.0,1.0,15.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.21052631578947367,2.0
37.0,3.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27.0,2.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
27.0,2.0,0.0,0.0,0.0,20.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
49.0,1.0,0.0,0.0,4.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
59.0,4.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,1.0
42.0,2.0,0.0,1.0,2.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
39.0,3.0,1.0,3.0,1.0,30.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.03571428571428571,1.0
148.0,2.0,0.0,1.0,3.0,21.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.1568627450980392,4.0
28.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28.0,2.0,0.0,0.0,1.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
31.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53.0,2.0,0.0,0.0,3.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.047619047619047616,5.0
303.0,2.0,0.0,4.0,11.0,15.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.4891304347826087,16.0
21.0,2.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
23.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
26.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.23529411764705882,0.0
20.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0
19.0,1.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,2.0,0.0,0.0,2.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,3.0
36.0,1.0,0.0,1.0,2.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
45.0,2.0,0.0,0.0,3.0,25.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.8947368421052632,3.0
20.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.07142857142857142,0.0
20.0,2.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
78.0,2.0,0.0,0.0,3.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.34615384615384615,3.0
181.0,1.0,0.0,1.0,2.0,20.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.6831683168316832,2.0
32.0,2.0,0.0,0.0,1.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
26.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
24.0,2.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35.0,2.0,0.0,0.0,2.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
30.0,2.0,0.0,1.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
35.0,2.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38.0,2.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
334.0,14.0,0.0,1.0,8.0,16.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.2962962962962963,10.0
22.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2.0,0.0,1.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
31.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
26.0,2.0,0.0,0.0,2.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
43.0,2.0,0.0,1.0,1.0,35.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
29.0,1.0,0.0,1.0,0.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
29.0,2.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
28.0,2.0,0.0,0.0,0.0,21.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
21.0,1.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180.0,2.0,0.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0
100.0,3.0,0.0,0.0,5.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.5614035087719298,5.0
22.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
26.0,2.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
43.0,2.0,0.0,0.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.02857142857142857,2.0
22.0,2.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
30.0,3.0,0.0,0.0,0.0,23.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
19.0,2.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.4,0.0
222.0,6.0,0.0,0.0,5.0,39.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0,0.2261904761904762,5.0
